quarter,feature,mean_abs_shap
2020Q1,srv0038__L2,0.51687
2020Q1,srv0113__L1,0.27319
2020Q1,con0453__L2,0.38072
2020Q1,srv0295__L0,0.0767
2020Q1,prd0438__L1,0.35231
2020Q1,srv0156__L2,0.42953
2020Q1,srv0292__L1,0.00684
2020Q1,prd0419__L1,0.18555
2020Q1,srv0305__L2,0.10207
2020Q1,msc0583__L0,0.08486
2020Q1,ord0362__L2,0.46156
2020Q1,msc0574__L2,2.06492
2020Q1,srv0102__L2,0.08715
2020Q1,srv0127__L0,0.55384
2020Q1,srv0068__L1,0.05797
2020Q1,srv0074__L2,0.22431
2020Q2,msc0583__L1,0.05596
2020Q2,srv0128__L2,0.03814
2020Q2,srv0316__L2,0.25116
2020Q2,srv0162__L2,0.48676
2020Q2,srv0044__L2,0.36706
2020Q2,cmd0515__L2,0.06278
2020Q2,srv0038__L1,1.00539
2020Q2,srv0189__L1,0.77839
2020Q2,srv0068__L1,0.86664
2020Q2,srv0176__L1,0.8278
2020Q2,srv0041__L0,0.21559
2020Q2,srv0117__L1,0.21439
2020Q2,cmd0517__L0,0.08948
2020Q2,srv0160__L0,0.20634
2020Q2,msc0574__L2,0.13771
2020Q2,srv0324__L0,0.41409
2020Q2,msc0579__L0,0.79918
2020Q2,trd0464__L1,0.45331
2020Q2,srv0058__L0,0.06673
2020Q2,srv0135__L0,0.35115
2020Q2,srv0011__L1,0.15191
2020Q2,fin0534__L0,0.09733
2020Q2,srv0198__L0,0.06438
2020Q2,srv0292__L2,0.2293
2020Q2,glb0560__L1,0.53178
2020Q2,srv0104__L1,0.09389
2020Q2,trd0489__L2,0.55235
2020Q2,prd0431__L2,0.56355
2020Q2,cmd0521__L1,0.00512
2020Q2,ord0362__L0,0.86819
2020Q2,trd0467__L1,0.18182
2020Q2,srv0103__L2,0.76878
2020Q2,msc0585__L1,0.59444
2020Q2,srv0154__L2,0.60623
2020Q2,ord0366__L1,0.01415
2020Q2,srv0171__L2,0.02789
2020Q2,srv0335__L2,0.36735
2020Q2,srv0082__L1,1.93528
2020Q2,prd0426__L0,0.63796
2020Q2,srv0305__L0,0.32623
2020Q2,prd0443__L0,0.90008
2020Q2,trd0476__L1,0.38751
2020Q2,srv0236__L1,0.06964
2020Q2,msc0568__L1,0.57374
2020Q2,glb0557__L1,0.44619
2020Q2,ord0353__L2,0.33724
2020Q2,ord0355__L1,0.71312
2020Q2,srv0281__L2,0.55733
2020Q2,srv0187__L0,0.68878
2020Q2,srv0248__L2,0.10444
2020Q2,srv0125__L0,0.08977
2020Q2,srv0081__L0,0.10688
2020Q2,srv0132__L2,0.33232
2020Q2,srv0074__L0,0.2175
2020Q2,srv0029__L2,0.78421
2020Q2,srv0143__L2,0.09916
2020Q2,trn0379__L0,0.00925
2020Q2,srv0262__L0,0.54008
2020Q2,srv0015__L1,0.31167
2020Q2,srv0122__L0,0.16608
2020Q3,srv0122__L2,0.68908
2020Q3,srv0074__L0,0.37038
2020Q3,srv0158__L2,0.16319
2020Q3,srv0335__L1,0.87215
2020Q3,prd0419__L1,0.46779
2020Q3,prd0426__L0,0.29857
2020Q3,trd0490__L2,0.1055
2020Q3,con0453__L1,1.70066
2020Q3,srv0305__L1,1.15367
2020Q3,srv0204__L0,0.53398
2020Q3,srv0068__L2,0.00492
2020Q3,trd0478__L1,1.09606
2020Q3,srv0236__L1,1.15526
2020Q3,srv0080__L1,0.10372
2020Q3,ord0340__L1,0.06427
2020Q3,srv0128__L1,0.67003
2020Q3,srv0292__L0,0.17382
2020Q3,srv0143__L2,0.73671
2020Q3,srv0295__L0,0.06658
2020Q3,trd0476__L0,0.67424
2020Q3,cmd0522__L0,0.73542
2020Q3,msc0574__L1,0.94778
2020Q3,srv0038__L1,0.06584
2020Q3,srv0132__L0,0.2522
2020Q3,srv0015__L0,0.00068
2020Q3,glb0560__L0,1.1978
2020Q3,srv0127__L2,0.6857
2020Q3,trn0376__L1,0.25708
2020Q3,glb0557__L2,0.31979
2020Q3,srv0104__L0,0.08091
2020Q3,srv0195__L0,0.44203
2020Q3,trd0479__L0,1.49436
2020Q3,srv0082__L1,0.85345
2020Q3,srv0207__L2,1.68185
2020Q3,ord0362__L0,0.05442
2020Q3,trn0379__L2,0.22486
2020Q3,prd0438__L0,0.40793
2020Q3,trd0483__L2,0.03927
2020Q3,fin0534__L2,0.2213
2020Q3,prd0413__L2,0.13617
2020Q3,srv0058__L0,0.00981
2020Q3,trd0471__L1,0.00648
2020Q3,srv0029__L0,1.78616
2020Q3,ord0366__L1,0.62082
2020Q3,srv0102__L0,0.91451
2020Q3,prd0443__L0,0.55945
2020Q3,srv0262__L0,0.59998
2020Q3,srv0202__L0,0.99114
2020Q3,trd0467__L1,0.29403
2020Q3,trd0464__L2,1.44236
2020Q3,srv0081__L1,0.03892
2020Q3,msc0582__L2,0.53948
2020Q3,ord0358__L0,0.67257
2020Q3,srv0320__L2,0.6895
2020Q3,srv0117__L2,0.04406
2020Q3,srv0252__L2,0.23242
2020Q3,ord0355__L2,0.6871
2020Q3,srv0210__L1,0.1532
2020Q3,srv0108__L0,0.45768
2020Q3,srv0028__L0,0.07449
2020Q4,srv0131__L0,0.1285
2020Q4,prd0408__L0,0.32337
2020Q4,srv0059__L1,0.26718
2020Q4,trn0393__L0,0.52208
2020Q4,cmd0522__L1,0.57311
2020Q4,srv0292__L0,0.5492
2020Q4,srv0082__L0,0.32786
2020Q4,srv0017__L1,0.41617
2020Q4,srv0015__L0,0.62902
2020Q4,srv0171__L1,0.39299
2020Q4,srv0322__L0,0.53129
2020Q4,glb0557__L1,0.19093
2020Q4,srv0028__L1,0.36219
2020Q4,srv0038__L1,0.12244
2020Q4,srv0112__L0,0.46808
2020Q4,con0446__L1,0.72351
2020Q4,srv0049__L2,0.51099
2020Q4,trd0479__L2,1.45697
2020Q4,trd0472__L0,0.75101
2020Q4,srv0212__L1,0.9136
2020Q4,prd0433__L0,0.27898
2020Q4,srv0281__L1,0.13978
2020Q4,srv0319__L1,0.97963
2020Q4,trn0385__L0,0.65214
2020Q4,srv0332__L1,0.50335
2020Q4,ord0362__L1,0.11779
2020Q4,ord0340__L2,0.56672
2020Q4,con0453__L0,0.5557
2020Q4,srv0103__L2,0.4553
2020Q4,msc0582__L0,1.2044
2020Q4,srv0186__L1,0.36325
2020Q4,srv0138__L1,0.37436
2020Q4,fin0534__L1,0.4326
2020Q4,trn0379__L0,1.11401
2020Q4,trd0464__L1,0.89616
2020Q4,srv0187__L0,0.31728
2020Q4,trd0478__L0,0.08149
2020Q4,srv0080__L0,0.45798
2020Q4,srv0335__L2,0.02318
2020Q4,srv0295__L1,0.7167
2020Q4,srv0135__L1,0.92116
2020Q4,glb0560__L0,0.76739
2020Q4,prd0426__L1,0.67493
2020Q4,srv0262__L2,0.02495
2020Q4,prd0443__L1,0.36789
2020Q4,srv0058__L1,0.09193
2020Q4,srv0011__L2,0.15046
2020Q4,srv0154__L0,0.4485
2020Q4,msc0583__L1,0.11085
2020Q4,srv0102__L1,0.07728
2020Q4,trd0476__L0,0.55505
2020Q4,srv0337__L0,0.80633
2020Q4,cmd0521__L0,0.36765
2020Q4,srv0304__L1,0.19358
2020Q4,trd0467__L0,0.34871
2020Q4,srv0252__L0,1.00446
2020Q4,srv0046__L2,0.21985
2020Q4,srv0125__L0,1.29689
2020Q4,trd0471__L2,0.08848
2020Q4,prd0431__L1,0.14171
2021Q1,srv0305__L1,0.89763
2021Q1,trn0376__L1,1.67092
2021Q1,srv0292__L1,0.72658
2021Q1,srv0187__L1,0.03512
2021Q1,srv0044__L0,1.4523
2021Q1,trd0490__L1,0.16365
2021Q1,prd0413__L0,0.79086
2021Q1,srv0068__L0,0.38084
2021Q1,trd0464__L1,2.35461
2021Q1,srv0108__L2,1.57867
2021Q1,prd0435__L0,0.55675
2021Q1,trd0471__L2,0.16371
2021Q1,srv0112__L0,0.05157
2021Q1,cmd0528__L1,0.40095
2021Q1,msc0585__L1,0.58021
2021Q1,srv0138__L2,0.2756
2021Q1,srv0046__L2,0.11567
2021Q1,prd0426__L2,0.18582
2021Q1,srv0054__L2,0.00307
2021Q1,srv0125__L2,0.5943
2021Q1,trd0467__L0,0.36844
2021Q1,srv0248__L0,0.0014
2021Q1,cmd0522__L2,1.75747
2021Q1,srv0202__L1,0.18612
2021Q1,srv0304__L2,1.28421
2021Q1,srv0130__L0,0.28957
2021Q1,srv0337__L1,0.15979
2021Q1,prd0438__L2,0.15776
2021Q1,msc0582__L1,0.1627
2021Q1,msc0583__L0,0.18592
2021Q1,srv0117__L0,0.31171
2021Q1,srv0058__L2,1.9372
2021Q1,srv0162__L0,0.13634
2021Q1,ord0356__L1,0.14869
2021Q1,srv0143__L0,0.7897
2021Q1,prd0419__L0,0.27583
2021Q1,ord0358__L0,2.13858
2021Q1,srv0332__L1,2.11974
2021Q1,srv0195__L2,0.02429
2021Q1,srv0103__L1,0.0354
2021Q1,srv0080__L1,0.96163
2021Q1,srv0113__L1,1.07774
2021Q1,con0446__L1,1.73803
2021Q1,con0453__L1,0.54564
2021Q1,trd0476__L0,0.09038
2021Q1,srv0059__L2,0.03653
2021Q1,cmd0517__L0,1.14706
2021Q1,srv0081__L1,0.24179
2021Q1,cmd0521__L2,0.27118
2021Q1,msc0568__L1,0.05119
2021Q1,srv0015__L1,2.0234
2021Q1,prd0408__L2,0.28585
2021Q1,srv0316__L1,1.91922
2021Q1,msc0574__L2,0.32091
2021Q1,srv0029__L0,0.16918
2021Q1,glb0557__L0,0.49574
2021Q1,prd0443__L1,0.06138
2021Q1,srv0189__L0,0.21023
2021Q1,srv0038__L1,0.20236
2021Q1,srv0128__L1,1.87981
2021Q2,srv0125__L1,1.73427
2021Q2,glb0557__L1,0.18419
2021Q2,srv0204__L1,0.48176
2021Q2,prd0419__L1,0.02175
2021Q2,srv0068__L2,0.52169
2021Q2,ord0340__L2,0.04076
2021Q2,con0446__L1,0.00717
2021Q2,trd0476__L0,1.73014
2021Q2,srv0292__L1,0.2772
2021Q2,srv0133__L0,0.07942
2021Q2,srv0304__L2,0.53203
2021Q2,cmd0521__L2,0.41319
2021Q2,srv0176__L0,1.05919
2021Q2,cmd0528__L0,0.50305
2021Q2,srv0038__L0,0.89679
2021Q2,msc0582__L1,1.52907
2021Q2,ord0358__L0,0.43928
2021Q2,srv0059__L1,1.12642
2021Q2,ord0356__L1,0.26461
2021Q2,srv0062__L0,0.05441
2021Q2,trd0483__L0,0.26684
2021Q2,srv0316__L1,0.07074
2021Q2,srv0113__L1,0.16341
2021Q2,prd0413__L0,0.33368
2021Q2,msc0583__L2,0.03874
2021Q2,srv0112__L0,0.01053
2021Q2,cmd0517__L2,0.69072
2021Q2,ord0366__L0,1.04372
2021Q2,srv0130__L2,0.3085
2021Q2,srv0295__L2,0.6852
2021Q2,trn0379__L1,0.33916
2021Q2,trn0385__L2,0.09425
2021Q2,srv0189__L0,0.13338
2021Q2,srv0198__L2,0.20376
2021Q2,srv0135__L2,0.12059
2021Q2,srv0104__L0,0.38953
2021Q2,srv0049__L0,0.06128
2021Q2,msc0568__L2,0.26393
2021Q2,srv0082__L1,0.33196
2021Q2,srv0108__L2,2.64922
2021Q2,srv0236__L0,0.02987
2021Q2,srv0171__L0,0.39458
2021Q2,ord0362__L0,0.4583
2021Q2,srv0156__L2,0.26498
2021Q2,prd0426__L2,0.38707
2021Q2,srv0015__L1,1.46244
2021Q2,srv0160__L1,0.41468
2021Q2,srv0337__L2,0.4218
2021Q2,prc0511__L1,0.12121
2021Q2,srv0154__L1,0.94548
2021Q2,srv0322__L0,0.54971
2021Q2,srv0044__L1,0.15912
2021Q2,prd0433__L2,0.73591
2021Q2,srv0262__L1,0.62599
2021Q2,srv0054__L2,0.09371
2021Q2,srv0202__L0,0.56328
2021Q2,trd0471__L1,0.14869
2021Q2,srv0128__L1,0.15101
2021Q2,trn0376__L1,1.88038
2021Q2,cmd0515__L0,1.1867
2021Q3,srv0252__L1,0.40192
2021Q3,prd0431__L0,0.10432
2021Q3,trd0476__L1,1.03808
2021Q3,prd0413__L2,1.34275
2021Q3,srv0135__L2,0.45329
2021Q3,srv0038__L1,0.16465
2021Q3,srv0324__L1,0.01102
2021Q3,prc0511__L2,0.21826
2021Q3,srv0132__L1,0.17466
2021Q3,cmd0522__L1,1.11964
2021Q3,msc0574__L1,0.16432
2021Q3,srv0029__L2,0.10605
2021Q3,trn0393__L0,0.21891
2021Q3,srv0041__L2,1.16946
2021Q3,srv0104__L1,0.36701
2021Q3,trd0483__L2,0.47914
2021Q3,srv0044__L0,0.33127
2021Q3,msc0579__L0,0.53551
2021Q3,trn0376__L2,0.49095
2021Q3,srv0117__L2,0.22597
2021Q3,trn0379__L2,0.09311
2021Q3,cmd0521__L0,0.4949
2021Q3,ord0347__L1,0.00643
2021Q3,srv0125__L2,0.79207
2021Q3,srv0143__L0,0.25003
2021Q3,srv0212__L1,0.15693
2021Q3,srv0337__L1,0.1251
2021Q3,srv0112__L1,0.53997
2021Q3,srv0046__L2,0.03522
2021Q3,prd0435__L2,0.41732
2021Q3,glb0557__L0,1.04511
2021Q3,srv0133__L2,1.0709
2021Q3,srv0049__L1,0.09455
2021Q3,srv0074__L2,0.60693
2021Q3,trd0490__L1,0.23776
2021Q3,msc0582__L2,0.06935
2021Q3,prd0408__L1,0.11381
2021Q3,srv0058__L1,0.7113
2021Q3,srv0202__L1,0.23005
2021Q3,srv0305__L0,1.76801
2021Q3,cmd0528__L2,0.09073
2021Q3,srv0295__L2,0.31674
2021Q3,ord0366__L1,0.54953
2021Q3,srv0092__L1,1.17221
2021Q3,srv0113__L2,0.52597
2021Q3,msc0585__L0,0.13939
2021Q3,srv0054__L0,0.7497
2021Q3,srv0281__L0,1.16847
2021Q3,srv0156__L2,0.13557
2021Q3,srv0236__L2,0.06227
2021Q3,srv0158__L0,0.09936
2021Q3,srv0171__L1,0.63176
2021Q3,srv0207__L2,0.29901
2021Q3,srv0028__L1,0.04736
2021Q3,srv0059__L2,0.76022
2021Q3,prd0419__L2,0.57827
2021Q3,srv0011__L1,0.32306
2021Q3,msc0583__L2,0.61278
2021Q3,trd0479__L1,0.37705
2021Q3,srv0248__L0,0.00514
2021Q4,glb0557__L1,0.87188
2021Q4,prd0426__L1,0.31165
2021Q4,ord0358__L1,0.29635
2021Q4,srv0127__L2,1.02337
2021Q4,srv0320__L1,0.93055
2021Q4,srv0054__L2,0.68295
2021Q4,srv0281__L1,0.57325
2021Q4,srv0058__L0,0.434
2021Q4,msc0579__L1,0.15756
2021Q4,srv0189__L0,0.38626
2021Q4,trd0490__L0,1.10349
2021Q4,srv0112__L1,0.32466
2021Q4,srv0130__L2,0.02576
2021Q4,srv0195__L2,0.08302
2021Q4,prd0435__L2,0.46196
2021Q4,srv0028__L0,2.06154
2021Q4,trd0489__L2,0.02716
2021Q4,trn0379__L1,0.97201
2021Q4,srv0143__L0,0.09477
2021Q4,srv0198__L0,0.1947
2021Q4,srv0187__L2,0.20775
2021Q4,prd0431__L2,0.81766
2021Q4,cmd0522__L0,0.0271
2021Q4,srv0125__L0,0.43928
2021Q4,srv0202__L0,0.0811
2021Q4,srv0059__L1,0.09204
2021Q4,ord0347__L2,0.40584
2021Q4,srv0305__L2,0.02629
2021Q4,srv0160__L2,0.42717
2021Q4,prc0511__L0,0.28592
2021Q4,srv0248__L2,1.96059
2021Q4,glb0560__L1,0.41863
2021Q4,trd0476__L2,0.76208
2021Q4,prd0443__L2,1.40952
2021Q4,prd0419__L2,0.36444
2021Q4,srv0092__L0,0.22102
2021Q4,srv0041__L2,1.04605
2021Q4,srv0337__L1,0.29169
2021Q4,prd0413__L2,0.88904
2021Q4,fin0534__L1,0.36759
2021Q4,srv0133__L2,0.03191
2021Q4,ord0353__L1,0.64974
2021Q4,srv0038__L1,0.18443
2021Q4,ord0366__L2,0.00297
2021Q4,srv0132__L1,0.18061
2021Q4,trd0479__L0,0.6809
2021Q4,srv0117__L0,0.39267
2021Q4,trd0472__L2,0.21139
2021Q4,srv0324__L0,0.08845
2021Q4,cmd0515__L0,1.49879
2021Q4,srv0080__L0,0.05646
2021Q4,srv0171__L2,0.48565
2021Q4,trd0478__L0,0.3184
2021Q4,srv0186__L0,0.10935
2021Q4,ord0355__L1,0.30025
2021Q4,srv0332__L0,0.1399
2021Q4,prd0438__L2,0.15701
2021Q4,srv0128__L0,0.05204
2021Q4,trn0385__L2,0.55659
2021Q4,cmd0528__L2,0.53497
2022Q1,trd0489__L2,0.2018
2022Q1,cmd0521__L0,0.15489
2022Q1,srv0127__L0,0.13811
2022Q1,srv0059__L2,0.53452
2022Q1,srv0041__L2,0.58203
2022Q1,srv0189__L2,0.01821
2022Q1,srv0160__L0,0.56346
2022Q1,fin0534__L2,0.96707
2022Q1,srv0295__L2,0.16321
2022Q1,msc0568__L0,0.04689
2022Q1,srv0154__L1,0.03107
2022Q1,srv0117__L0,0.92514
2022Q1,ord0358__L1,0.29226
2022Q1,srv0132__L0,0.56417
2022Q1,srv0081__L0,0.93981
2022Q1,srv0122__L2,1.46028
2022Q1,trd0476__L0,0.06351
2022Q1,srv0248__L1,2.09592
2022Q1,trd0467__L0,0.23564
2022Q1,glb0560__L1,0.16921
2022Q1,ord0366__L2,0.05343
2022Q1,srv0322__L1,0.19488
2022Q1,srv0337__L2,1.06427
2022Q1,srv0176__L2,0.15108
2022Q1,srv0054__L2,0.28827
2022Q1,srv0324__L1,0.04468
2022Q1,srv0130__L0,0.56351
2022Q1,srv0187__L1,2.93293
2022Q1,srv0017__L0,0.19096
2022Q1,prd0438__L0,0.18102
2022Q1,srv0198__L2,0.02682
2022Q1,srv0332__L2,0.47003
2022Q1,srv0305__L0,1.81316
2022Q1,trn0379__L0,0.76605
2022Q1,cmd0522__L0,0.07198
2022Q1,prd0443__L1,0.76226
2022Q1,srv0202__L1,0.31908
2022Q1,msc0583__L2,0.58507
2022Q1,srv0102__L0,2.22372
2022Q1,con0446__L0,0.31259
2022Q1,srv0108__L1,0.60606
2022Q1,trd0483__L2,1.16949
2022Q1,srv0015__L2,0.80594
2022Q1,msc0574__L2,0.36414
2022Q1,srv0320__L0,0.09525
2022Q1,srv0125__L0,0.00812
2022Q1,ord0347__L0,0.08366
2022Q1,srv0316__L2,0.04144
2022Q1,srv0038__L1,1.12672
2022Q1,srv0171__L1,0.1777
2022Q1,trd0490__L0,0.67077
2022Q1,srv0186__L0,0.97862
2022Q1,srv0252__L0,0.218
2022Q1,prd0431__L2,0.02848
2022Q1,cmd0528__L2,0.08748
2022Q1,srv0028__L1,1.04892
2022Q1,srv0135__L2,0.03218
2022Q1,srv0074__L1,2.00367
2022Q1,trd0478__L1,0.55213
2022Q1,cmd0515__L1,0.26259
2022Q2,srv0028__L2,0.19828
2022Q2,msc0574__L1,0.0492
2022Q2,srv0160__L1,0.07814
2022Q2,glb0557__L2,0.97345
2022Q2,trd0471__L1,0.14017
2022Q2,srv0319__L2,0.4349
2022Q2,srv0133__L2,0.19671
2022Q2,msc0585__L0,1.14925
2022Q2,cmd0517__L1,0.37059
2022Q2,srv0304__L0,0.57493
2022Q2,srv0212__L1,0.03859
2022Q2,ord0353__L1,0.114
2022Q2,srv0236__L1,0.37433
2022Q2,prd0431__L1,0.31923
2022Q2,msc0583__L2,0.08032
2022Q2,srv0015__L0,1.8449
2022Q2,srv0041__L0,1.16445
2022Q2,srv0198__L2,0.05893
2022Q2,srv0335__L1,0.67329
2022Q2,srv0132__L2,1.40173
2022Q2,srv0011__L0,0.57216
2022Q2,srv0054__L0,0.54493
2022Q2,prd0438__L0,0.74358
2022Q2,prd0443__L0,0.0688
2022Q2,con0446__L0,0.00341
2022Q2,prd0433__L0,0.14091
2022Q2,msc0579__L0,0.92394
2022Q2,msc0568__L0,0.60319
2022Q2,srv0195__L2,0.63623
2022Q2,trd0476__L1,0.39835
2022Q2,trd0472__L0,0.49873
2022Q2,cmd0515__L2,0.02386
2022Q2,trn0376__L1,0.33767
2022Q2,trd0467__L1,0.48772
2022Q2,srv0187__L1,0.17631
2022Q2,srv0103__L2,0.10156
2022Q2,trn0379__L1,0.63132
2022Q2,glb0560__L2,0.5425
2022Q2,trn0385__L1,0.01557
2022Q2,ord0358__L0,1.57116
2022Q2,ord0355__L1,0.88109
2022Q2,srv0068__L2,1.83286
2022Q2,prd0408__L1,0.04791
2022Q2,prd0419__L1,0.3268
2022Q2,srv0074__L2,0.80047
2022Q2,prd0426__L0,0.6241
2022Q2,srv0122__L1,0.12936
2022Q2,srv0135__L0,0.8959
2022Q2,srv0252__L2,0.58229
2022Q2,prd0435__L0,0.21151
2022Q2,srv0322__L1,0.04504
2022Q2,ord0340__L2,0.1524
2022Q2,srv0131__L1,0.14347
2022Q2,srv0049__L2,0.367
2022Q2,srv0138__L0,1.31364
2022Q2,srv0281__L1,0.77281
2022Q2,trd0483__L0,0.39823
2022Q2,srv0080__L2,0.74777
2022Q2,srv0046__L2,0.12351
2022Q2,trd0464__L2,0.29634
2022Q3,srv0138__L2,0.83049
2022Q3,trd0479__L1,0.36726
2022Q3,srv0143__L0,0.62956
2022Q3,srv0198__L1,0.05702
2022Q3,srv0028__L0,0.11529
2022Q3,prd0433__L0,0.03395
2022Q3,srv0068__L0,1.66455
2022Q3,srv0133__L2,0.14699
2022Q3,srv0207__L2,0.15592
2022Q3,srv0236__L0,0.03219
2022Q3,trn0385__L1,0.11383
2022Q3,srv0195__L0,0.04475
2022Q3,srv0046__L1,0.20793
2022Q3,prd0443__L0,1.4797
2022Q3,srv0202__L0,0.02439
2022Q3,con0453__L1,0.0757
2022Q3,trn0376__L0,0.07602
2022Q3,srv0102__L2,0.5785
2022Q3,cmd0515__L0,0.24831
2022Q3,srv0304__L2,0.6076
2022Q3,srv0337__L1,0.91839
2022Q3,srv0187__L2,0.18511
2022Q3,srv0044__L1,0.15091
2022Q3,srv0128__L2,0.44322
2022Q3,ord0340__L1,0.95443
2022Q3,srv0113__L1,2.23119
2022Q3,ord0347__L1,0.25807
2022Q3,srv0322__L1,0.31379
2022Q3,srv0160__L0,1.0846
2022Q3,srv0320__L0,1.1207
2022Q3,glb0560__L2,0.00923
2022Q3,ord0366__L0,0.68615
2022Q3,srv0132__L0,0.49221
2022Q3,srv0029__L1,0.02883
2022Q3,srv0081__L1,0.72554
2022Q3,srv0332__L1,1.5306
2022Q3,srv0092__L1,0.35224
2022Q3,srv0176__L0,0.9579
2022Q3,prd0413__L1,0.61015
2022Q3,ord0356__L2,0.64395
2022Q3,srv0335__L2,0.04644
2022Q3,srv0210__L0,0.84445
2022Q3,srv0080__L2,0.20844
2022Q3,srv0295__L1,0.68535
2022Q3,srv0248__L1,0.32805
2022Q3,srv0292__L0,0.52675
2022Q3,prd0408__L2,0.47768
2022Q3,msc0583__L2,2.60645
2022Q3,srv0122__L1,0.25223
2022Q3,trd0476__L1,0.08654
2022Q3,prd0435__L0,2.77029
2022Q3,srv0125__L2,0.1882
2022Q3,srv0316__L1,0.123
2022Q3,trd0471__L0,0.41779
2022Q3,srv0127__L1,0.21883
2022Q3,srv0156__L0,0.12732
2022Q3,srv0062__L2,0.67877
2022Q3,msc0574__L2,0.01661
2022Q3,trd0490__L2,1.91929
2022Q3,trd0464__L0,0.07291
2022Q4,srv0082__L0,0.19084
2022Q4,srv0068__L0,0.02054
2022Q4,prd0443__L1,0.01707
2022Q4,srv0117__L0,0.2875
2022Q4,srv0062__L2,0.46474
2022Q4,prd0438__L1,0.23395
2022Q4,srv0138__L0,0.32892
2022Q4,srv0127__L1,0.25683
2022Q4,srv0332__L2,0.41305
2022Q4,srv0248__L1,2.69285
2022Q4,prd0413__L2,0.07755
2022Q4,msc0583__L2,0.33561
2022Q4,con0446__L0,0.59645
2022Q4,trd0489__L2,0.37027
2022Q4,srv0092__L1,0.68192
2022Q4,prd0426__L1,0.27052
2022Q4,srv0252__L2,0.40813
2022Q4,srv0054__L2,0.24902
2022Q4,srv0281__L0,1.01066
2022Q4,srv0029__L2,0.05792
2022Q4,trd0467__L0,0.01607
2022Q4,srv0171__L1,1.84661
2022Q4,srv0158__L1,0.49044
2022Q4,srv0292__L1,0.29091
2022Q4,srv0204__L0,0.33985
2022Q4,srv0207__L1,0.01565
2022Q4,srv0130__L0,1.23476
2022Q4,srv0113__L0,1.2609
2022Q4,srv0028__L1,0.77024
2022Q4,srv0049__L2,0.91671
2022Q4,srv0046__L2,0.62125
2022Q4,srv0044__L2,0.05719
2022Q4,srv0337__L2,0.04425
2022Q4,srv0324__L2,0.95652
2022Q4,cmd0521__L0,0.89472
2022Q4,srv0335__L1,0.11826
2022Q4,srv0074__L1,0.09012
2022Q4,msc0568__L1,0.02558
2022Q4,ord0358__L2,0.23634
2022Q4,srv0198__L0,0.05493
2022Q4,trd0479__L2,0.582
2022Q4,srv0104__L1,0.05533
2022Q4,srv0080__L0,0.90005
2022Q4,cmd0522__L1,0.82144
2022Q4,srv0202__L0,0.63124
2022Q4,srv0058__L1,1.17916
2022Q4,srv0176__L1,0.2985
2022Q4,srv0017__L2,0.91313
2022Q4,srv0305__L0,0.878
2022Q4,srv0319__L2,0.40571
2022Q4,srv0112__L1,0.46112
2022Q4,srv0103__L2,0.01001
2022Q4,msc0574__L0,0.30322
2022Q4,srv0210__L2,0.2613
2022Q4,srv0160__L1,0.23899
2022Q4,trd0464__L2,0.30555
2022Q4,srv0320__L1,0.04128
2022Q4,ord0353__L0,0.50533
2022Q4,srv0262__L0,0.0038
2022Q4,srv0131__L2,0.00295
2023Q1,srv0171__L1,0.22217
2023Q1,trd0483__L0,0.57948
2023Q1,srv0202__L2,1.14954
2023Q1,srv0262__L2,0.07153
2023Q1,ord0355__L0,0.41317
2023Q1,prc0511__L0,1.26957
2023Q1,fin0534__L1,0.94464
2023Q1,srv0049__L1,0.04069
2023Q1,srv0017__L2,0.63544
2023Q1,ord0362__L2,0.64656
2023Q1,srv0248__L2,0.00552
2023Q1,srv0131__L1,0.99815
2023Q1,srv0028__L1,1.64741
2023Q1,srv0195__L1,0.97184
2023Q1,cmd0522__L2,0.12178
2023Q1,ord0356__L1,0.88562
2023Q1,srv0305__L0,0.29337
2023Q1,srv0162__L2,0.5901
2023Q1,prd0435__L1,0.57391
2023Q1,msc0582__L0,0.76723
2023Q1,prd0433__L1,0.05525
2023Q1,srv0207__L1,0.20089
2023Q1,srv0058__L2,0.00121
2023Q1,ord0347__L1,0.08201
2023Q1,srv0135__L1,0.24786
2023Q1,ord0366__L1,1.22901
2023Q1,srv0281__L0,0.42396
2023Q1,srv0054__L0,1.02441
2023Q1,srv0082__L1,0.49061
2023Q1,srv0113__L2,0.37412
2023Q1,srv0092__L0,1.09958
2023Q1,srv0292__L0,0.43076
2023Q1,trn0379__L1,0.09761
2023Q1,srv0138__L0,1.56955
2023Q1,srv0337__L2,0.17355
2023Q1,srv0295__L0,0.02912
2023Q1,ord0358__L2,0.09543
2023Q1,srv0046__L0,0.11441
2023Q1,srv0198__L0,0.91909
2023Q1,srv0122__L1,0.08727
2023Q1,srv0029__L1,0.52158
2023Q1,msc0579__L0,1.31142
2023Q1,con0446__L2,0.32597
2023Q1,srv0236__L0,0.22413
2023Q1,cmd0515__L1,0.1512
2023Q1,srv0011__L2,0.18473
2023Q1,srv0125__L0,0.02327
2023Q1,srv0102__L2,0.15188
2023Q1,srv0103__L1,0.23002
2023Q1,srv0204__L0,0.32443
2023Q1,srv0176__L1,0.29887
2023Q1,prd0431__L2,1.36154
2023Q1,srv0074__L0,0.29684
2023Q1,srv0081__L2,0.70073
2023Q1,msc0568__L1,1.70583
2023Q1,srv0127__L0,0.03371
2023Q1,trd0472__L0,1.63472
2023Q1,srv0189__L0,0.05385
2023Q1,cmd0528__L0,0.20302
